cycle_number,step_type,time_in_cycle_s,voltage_V,current_A,temperature_C,step_capacity_Ah,absolute_time
18,cc_discharge,5100.0,3.3833,-51.0,45.2,88.5807,2026-01-04 13:00:00
19,rest,0.0,3.3,0.0,44.9,0.0,2026-01-04 12:00:00
19,rest,300.0,3.2667,0.0,44.4,0.0,2026-01-04 13:00:00
19,rest,600.0,3.2333,0.0,45.3,0.0,2026-01-04 14:00:00
19,cccv_charge,900.0,3.3,51.0,45.0,14.642,2026-01-04 12:00:00
19,cccv_charge,1200.0,3.3167,51.0,45.6,29.2841,2026-01-04 13:00:00
19,cccv_charge,1500.0,3.3333,51.0,45.1,43.9261,2026-01-04 14:00:00
19,cccv_charge,1800.0,3.35,51.0,45.1,58.5682,2026-01-04 15:00:00
19,cccv_charge,2100.0,3.3667,51.0,45.9,73.2102,2026-01-04 16:00:00
19,cccv_charge,2400.0,3.3833,51.0,44.9,87.8523,2026-01-04 17:00:00
19,rest,2700.0,3.3,0.0,44.7,0.0,2026-01-04 12:00:00
19,rest,3000.0,3.2667,0.0,45.1,0.0,2026-01-04 13:00:00
19,rest,3300.0,3.2333,0.0,45.3,0.0,2026-01-04 14:00:00
19,cc_discharge,3600.0,3.3,-51.0,44.7,14.642,2026-01-04 12:00:00
19,cc_discharge,3900.0,3.3167,-51.0,44.7,29.2841,2026-01-04 13:00:00
19,cc_discharge,4200.0,3.3333,-51.0,45.1,43.9261,2026-01-04 14:00:00
19,cc_discharge,4500.0,3.35,-51.0,44.0,58.5682,2026-01-04 15:00:00
19,cc_discharge,4800.0,3.3667,-51.0,44.7,73.2102,2026-01-04 16:00:00
19,cc_discharge,5100.0,3.3833,-51.0,45.2,87.8523,2026-01-04 17:00:00
20,rest,0.0,3.3,0.0,44.8,0.0,2026-01-04 16:00:00
20,rest,300.0,3.2667,0.0,44.5,0.0,2026-01-04 17:00:00
20,rest,600.0,3.2333,0.0,45.6,0.0,2026-01-04 18:00:00
20,cccv_charge,900.0,3.3,51.0,44.6,14.5219,2026-01-04 16:00:00
20,cccv_charge,1200.0,3.3167,51.0,44.8,29.0438,2026-01-04 17:00:00
20,cccv_charge,1500.0,3.3333,51.0,44.9,43.5657,2026-01-04 18:00:00
20,cccv_charge,1800.0,3.35,51.0,45.0,58.0877,2026-01-04 19:00:00
20,cccv_charge,2100.0,3.3667,51.0,44.9,72.6096,2026-01-04 20:00:00
20,cccv_charge,2400.0,3.3833,51.0,45.0,87.1315,2026-01-04 21:00:00
20,rest,2700.0,3.3,0.0,45.0,0.0,2026-01-04 16:00:00
20,rest,3000.0,3.2667,0.0,45.0,0.0,2026-01-04 17:00:00
20,rest,3300.0,3.2333,0.0,45.0,0.0,2026-01-04 18:00:00
20,cc_discharge,3600.0,3.3,-51.0,44.3,14.5219,2026-01-04 16:00:00
20,cc_discharge,3900.0,3.3167,-51.0,45.1,29.0438,2026-01-04 17:00:00
20,cc_discharge,4200.0,3.3333,-51.0,44.6,43.5657,2026-01-04 18:00:00
20,cc_discharge,4500.0,3.35,-51.0,44.4,58.0877,2026-01-04 19:00:00
20,cc_discharge,4800.0,3.3667,-51.0,45.4,72.6096,2026-01-04 20:00:00
20,cc_discharge,5100.0,3.3833,-51.0,44.6,87.1315,2026-01-04 21:00:00
21,rest,0.0,3.3,0.0,45.1,0.0,2026-01-04 20:00:00
21,rest,300.0,3.2667,0.0,44.8,0.0,2026-01-04 21:00:00
21,rest,600.0,3.2333,0.0,44.8,0.0,2026-01-04 22:00:00
21,cccv_charge,900.0,3.3,51.0,45.1,14.403,2026-01-04 20:00:00
21,cccv_charge,1200.0,3.3167,51.0,44.7,28.806,2026-01-04 21:00:00
21,cccv_charge,1500.0,3.3333,51.0,45.1,43.2089,2026-01-04 22:00:00
21,cccv_charge,1800.0,3.35,51.0,45.1,57.6119,2026-01-04 23:00:00
21,cccv_charge,2100.0,3.3667,51.0,45.3,72.0149,2026-01-05 00:00:00
21,cccv_charge,2400.0,3.3833,51.0,44.9,86.4179,2026-01-05 01:00:00
21,rest,2700.0,3.3,0.0,45.3,0.0,2026-01-04 20:00:00
21,rest,3000.0,3.2667,0.0,45.5,0.0,2026-01-04 21:00:00
21,rest,3300.0,3.2333,0.0,45.5,0.0,2026-01-04 22:00:00
21,cc_discharge,3600.0,3.3,-51.0,45.2,14.403,2026-01-04 20:00:00
21,cc_discharge,3900.0,3.3167,-51.0,45.1,28.806,2026-01-04 21:00:00
21,cc_discharge,4200.0,3.3333,-51.0,45.9,43.2089,2026-01-04 22:00:00
21,cc_discharge,4500.0,3.35,-51.0,45.7,57.6119,2026-01-04 23:00:00
21,cc_discharge,4800.0,3.3667,-51.0,44.8,72.0149,2026-01-05 00:00:00
21,cc_discharge,5100.0,3.3833,-51.0,45.3,86.4179,2026-01-05 01:00:00
22,rest,0.0,3.3,0.0,45.2,0.0,2026-01-05 00:00:00
22,rest,300.0,3.2667,0.0,45.0,0.0,2026-01-05 01:00:00
22,rest,600.0,3.2333,0.0,45.0,0.0,2026-01-05 02:00:00
22,cccv_charge,900.0,3.3,51.0,45.1,14.2852,2026-01-05 00:00:00
22,cccv_charge,1200.0,3.3167,51.0,45.3,28.5703,2026-01-05 01:00:00
22,cccv_charge,1500.0,3.3333,51.0,45.1,42.8555,2026-01-05 02:00:00
22,cccv_charge,1800.0,3.35,51.0,45.1,57.1407,2026-01-05 03:00:00
22,cccv_charge,2100.0,3.3667,51.0,45.4,71.4258,2026-01-05 04:00:00
22,cccv_charge,2400.0,3.3833,51.0,45.1,85.711,2026-01-05 05:00:00
22,rest,2700.0,3.3,0.0,45.2,0.0,2026-01-05 00:00:00
22,rest,3000.0,3.2667,0.0,45.3,0.0,2026-01-05 01:00:00
22,rest,3300.0,3.2333,0.0,45.5,0.0,2026-01-05 02:00:00
22,cc_discharge,3600.0,3.3,-51.0,45.4,14.2852,2026-01-05 00:00:00
22,cc_discharge,3900.0,3.3167,-51.0,45.1,28.5703,2026-01-05 01:00:00
22,cc_discharge,4200.0,3.3333,-51.0,45.1,42.8555,2026-01-05 02:00:00
22,cc_discharge,4500.0,3.35,-51.0,44.6,57.1407,2026-01-05 03:00:00
22,cc_discharge,4800.0,3.3667,-51.0,45.1,71.4258,2026-01-05 04:00:00
22,cc_discharge,5100.0,3.3833,-51.0,44.7,85.711,2026-01-05 05:00:00
23,rest,0.0,3.3,0.0,44.7,0.0,2026-01-05 04:00:00
23,rest,300.0,3.2667,0.0,45.2,0.0,2026-01-05 05:00:00
23,rest,600.0,3.2333,0.0,45.0,0.0,2026-01-05 06:00:00
23,cccv_charge,900.0,3.3,51.0,45.1,14.1684,2026-01-05 04:00:00
23,cccv_charge,1200.0,3.3167,51.0,44.8,28.3369,2026-01-05 05:00:00
23,cccv_charge,1500.0,3.3333,51.0,45.4,42.5053,2026-01-05 06:00:00
23,cccv_charge,1800.0,3.35,51.0,45.0,56.6737,2026-01-05 07:00:00
23,cccv_charge,2100.0,3.3667,51.0,45.4,70.8421,2026-01-05 08:00:00
23,cccv_charge,2400.0,3.3833,51.0,45.2,85.0106,2026-01-05 09:00:00
23,rest,2700.0,3.3,0.0,45.0,0.0,2026-01-05 04:00:00
23,rest,3000.0,3.2667,0.0,44.9,0.0,2026-01-05 05:00:00
23,rest,3300.0,3.2333,0.0,45.0,0.0,2026-01-05 06:00:00
23,cc_discharge,3600.0,3.3,-51.0,45.2,14.1684,2026-01-05 04:00:00
23,cc_discharge,3900.0,3.3167,-51.0,45.2,28.3369,2026-01-05 05:00:00
23,cc_discharge,4200.0,3.3333,-51.0,44.6,42.5053,2026-01-05 06:00:00
23,cc_discharge,4500.0,3.35,-51.0,45.3,56.6737,2026-01-05 07:00:00
23,cc_discharge,4800.0,3.3667,-51.0,44.9,70.8421,2026-01-05 08:00:00
23,cc_discharge,5100.0,3.3833,-51.0,45.2,85.0106,2026-01-05 09:00:00
24,rest,0.0,3.3,0.0,44.8,0.0,2026-01-05 08:00:00
24,rest,300.0,3.2667,0.0,45.2,0.0,2026-01-05 09:00:00
24,rest,600.0,3.2333,0.0,44.8,0.0,2026-01-05 10:00:00
24,cccv_charge,900.0,3.3,51.0,45.0,14.0527,2026-01-05 08:00:00
24,cccv_charge,1200.0,3.3167,51.0,44.9,28.1054,2026-01-05 09:00:00
24,cccv_charge,1500.0,3.3333,51.0,44.9,42.1581,2026-01-05 10:00:00
24,cccv_charge,1800.0,3.35,51.0,44.8,56.2108,2026-01-05 11:00:00
24,cccv_charge,2100.0,3.3667,51.0,45.0,70.2635,2026-01-05 12:00:00
24,cccv_charge,2400.0,3.3833,51.0,44.5,84.3162,2026-01-05 13:00:00
24,rest,2700.0,3.3,0.0,45.3,0.0,2026-01-05 08:00:00
24,rest,3000.0,3.2667,0.0,45.3,0.0,2026-01-05 09:00:00
24,rest,3300.0,3.2333,0.0,44.9,0.0,2026-01-05 10:00:00
24,cc_discharge,3600.0,3.3,-51.0,44.6,14.0527,2026-01-05 08:00:00
24,cc_discharge,3900.0,3.3167,-51.0,44.8,28.1054,2026-01-05 09:00:00
24,cc_discharge,4200.0,3.3333,-51.0,45.3,42.1581,2026-01-05 10:00:00
24,cc_discharge,4500.0,3.35,-51.0,45.2,56.2108,2026-01-05 11:00:00
24,cc_discharge,4800.0,3.3667,-51.0,44.9,70.2635,2026-01-05 12:00:00
24,cc_discharge,5100.0,3.3833,-51.0,45.3,84.3162,2026-01-05 13:00:00
25,rest,0.0,3.3,0.0,44.7,0.0,2026-01-05 12:00:00
25,rest,300.0,3.2667,0.0,44.8,0.0,2026-01-05 13:00:00
25,rest,600.0,3.2333,0.0,45.1,0.0,2026-01-05 14:00:00
25,cccv_charge,900.0,3.3,51.0,45.0,13.9379,2026-01-05 12:00:00
25,cccv_charge,1200.0,3.3167,51.0,44.8,27.8758,2026-01-05 13:00:00
25,cccv_charge,1500.0,3.3333,51.0,44.2,41.8138,2026-01-05 14:00:00
25,cccv_charge,1800.0,3.35,51.0,45.2,55.7517,2026-01-05 15:00:00
25,cccv_charge,2100.0,3.3667,51.0,45.1,69.6896,2026-01-05 16:00:00
25,cccv_charge,2400.0,3.3833,51.0,44.5,83.6275,2026-01-05 17:00:00
25,rest,2700.0,3.3,0.0,45.2,0.0,2026-01-05 12:00:00
25,rest,3000.0,3.2667,0.0,45.0,0.0,2026-01-05 13:00:00
25,rest,3300.0,3.2333,0.0,45.1,0.0,2026-01-05 14:00:00
25,cc_discharge,3600.0,3.3,-51.0,45.3,13.9379,2026-01-05 12:00:00
25,cc_discharge,3900.0,3.3167,-51.0,44.8,27.8758,2026-01-05 13:00:00
25,cc_discharge,4200.0,3.3333,-51.0,45.2,41.8138,2026-01-05 14:00:00
25,cc_discharge,4500.0,3.35,-51.0,45.2,55.7517,2026-01-05 15:00:00
25,cc_discharge,4800.0,3.3667,-51.0,45.2,69.6896,2026-01-05 16:00:00
25,cc_discharge,5100.0,3.3833,-51.0,45.5,83.6275,2026-01-05 17:00:00
26,rest,0.0,3.3,0.0,45.2,0.0,2026-01-05 16:00:00
26,rest,300.0,3.2667,0.0,44.8,0.0,2026-01-05 17:00:00
26,rest,600.0,3.2333,0.0,45.5,0.0,2026-01-05 18:00:00
26,cccv_charge,900.0,3.3,51.0,44.7,13.8241,2026-01-05 16:00:00
26,cccv_charge,1200.0,3.3167,51.0,44.9,27.6481,2026-01-05 17:00:00
26,cccv_charge,1500.0,3.3333,51.0,44.7,41.4722,2026-01-05 18:00:00
26,cccv_charge,1800.0,3.35,51.0,45.0,55.2963,2026-01-05 19:00:00
26,cccv_charge,2100.0,3.3667,51.0,45.3,69.1203,2026-01-05 20:00:00
26,cccv_charge,2400.0,3.3833,51.0,45.4,82.9444,2026-01-05 21:00:00
26,rest,2700.0,3.3,0.0,45.1,0.0,2026-01-05 16:00:00
26,rest,3000.0,3.2667,0.0,44.8,0.0,2026-01-05 17:00:00
26,rest,3300.0,3.2333,0.0,44.8,0.0,2026-01-05 18:00:00
26,cc_discharge,3600.0,3.3,-51.0,44.8,13.8241,2026-01-05 16:00:00
26,cc_discharge,3900.0,3.3167,-51.0,45.3,27.6481,2026-01-05 17:00:00
26,cc_discharge,4200.0,3.3333,-51.0,44.7,41.4722,2026-01-05 18:00:00
26,cc_discharge,4500.0,3.35,-51.0,45.3,55.2963,2026-01-05 19:00:00
26,cc_discharge,4800.0,3.3667,-51.0,45.0,69.1203,2026-01-05 20:00:00
26,cc_discharge,5100.0,3.3833,-51.0,45.1,82.9444,2026-01-05 21:00:00
27,rest,0.0,3.3,0.0,45.5,0.0,2026-01-05 20:00:00
27,rest,300.0,3.2667,0.0,44.9,0.0,2026-01-05 21:00:00
27,rest,600.0,3.2333,0.0,45.5,0.0,2026-01-05 22:00:00
27,cccv_charge,900.0,3.3,51.0,44.6,13.7111,2026-01-05 20:00:00
27,cccv_charge,1200.0,3.3167,51.0,44.8,27.4222,2026-01-05 21:00:00
27,cccv_charge,1500.0,3.3333,51.0,44.5,41.1332,2026-01-05 22:00:00
27,cccv_charge,1800.0,3.35,51.0,44.8,54.8443,2026-01-05 23:00:00
27,cccv_charge,2100.0,3.3667,51.0,45.2,68.5554,2026-01-06 00:00:00
27,cccv_charge,2400.0,3.3833,51.0,45.2,82.2665,2026-01-06 01:00:00
27,rest,2700.0,3.3,0.0,45.1,0.0,2026-01-05 20:00:00
27,rest,3000.0,3.2667,0.0,45.1,0.0,2026-01-05 21:00:00
27,rest,3300.0,3.2333,0.0,44.6,0.0,2026-01-05 22:00:00
27,cc_discharge,3600.0,3.3,-51.0,44.6,13.7111,2026-01-05 20:00:00
27,cc_discharge,3900.0,3.3167,-51.0,45.1,27.4222,2026-01-05 21:00:00
27,cc_discharge,4200.0,3.3333,-51.0,45.4,41.1332,2026-01-05 22:00:00
27,cc_discharge,4500.0,3.35,-51.0,44.9,54.8443,2026-01-05 23:00:00
27,cc_discharge,4800.0,3.3667,-51.0,44.6,68.5554,2026-01-06 00:00:00
27,cc_discharge,5100.0,3.3833,-51.0,44.5,82.2665,2026-01-06 01:00:00
28,rest,0.0,3.3,0.0,44.8,0.0,2026-01-06 00:00:00
28,rest,300.0,3.2667,0.0,45.5,0.0,2026-01-06 01:00:00
28,rest,600.0,3.2333,0.0,44.9,0.0,2026-01-06 02:00:00
28,cccv_charge,900.0,3.3,51.0,44.7,13.5989,2026-01-06 00:00:00
28,cccv_charge,1200.0,3.3167,51.0,44.8,27.1979,2026-01-06 01:00:00
28,cccv_charge,1500.0,3.3333,51.0,44.9,40.7968,2026-01-06 02:00:00
28,cccv_charge,1800.0,3.35,51.0,45.1,54.3957,2026-01-06 03:00:00
28,cccv_charge,2100.0,3.3667,51.0,44.8,67.9947,2026-01-06 04:00:00
28,cccv_charge,2400.0,3.3833,51.0,44.7,81.5936,2026-01-06 05:00:00
28,rest,2700.0,3.3,0.0,44.9,0.0,2026-01-06 00:00:00
28,rest,3000.0,3.2667,0.0,45.1,0.0,2026-01-06 01:00:00
28,rest,3300.0,3.2333,0.0,45.2,0.0,2026-01-06 02:00:00
28,cc_discharge,3600.0,3.3,-51.0,45.2,13.5989,2026-01-06 00:00:00
28,cc_discharge,3900.0,3.3167,-51.0,44.9,27.1979,2026-01-06 01:00:00
28,cc_discharge,4200.0,3.3333,-51.0,44.5,40.7968,2026-01-06 02:00:00
28,cc_discharge,4500.0,3.35,-51.0,44.8,54.3957,2026-01-06 03:00:00
28,cc_discharge,4800.0,3.3667,-51.0,45.1,67.9947,2026-01-06 04:00:00
28,cc_discharge,5100.0,3.3833,-51.0,44.6,81.5936,2026-01-06 05:00:00
29,rest,0.0,3.3,0.0,45.1,0.0,2026-01-06 04:00:00
29,rest,300.0,3.2667,0.0,44.8,0.0,2026-01-06 05:00:00
29,rest,600.0,3.2333,0.0,44.8,0.0,2026-01-06 06:00:00
29,cccv_charge,900.0,3.3,51.0,45.3,13.4876,2026-01-06 04:00:00
29,cccv_charge,1200.0,3.3167,51.0,45.1,26.9752,2026-01-06 05:00:00
29,cccv_charge,1500.0,3.3333,51.0,45.4,40.4627,2026-01-06 06:00:00
29,cccv_charge,1800.0,3.35,51.0,44.7,53.9503,2026-01-06 07:00:00
29,cccv_charge,2100.0,3.3667,51.0,45.3,67.4379,2026-01-06 08:00:00
29,cccv_charge,2400.0,3.3833,51.0,45.3,80.9255,2026-01-06 09:00:00
29,rest,2700.0,3.3,0.0,44.1,0.0,2026-01-06 04:00:00
29,rest,3000.0,3.2667,0.0,45.0,0.0,2026-01-06 05:00:00
29,rest,3300.0,3.2333,0.0,45.5,0.0,2026-01-06 06:00:00
29,cc_discharge,3600.0,3.3,-51.0,45.2,13.4876,2026-01-06 04:00:00
29,cc_discharge,3900.0,3.3167,-51.0,44.9,26.9752,2026-01-06 05:00:00
29,cc_discharge,4200.0,3.3333,-51.0,44.9,40.4627,2026-01-06 06:00:00
29,cc_discharge,4500.0,3.35,-51.0,44.6,53.9503,2026-01-06 07:00:00
29,cc_discharge,4800.0,3.3667,-51.0,45.1,67.4379,2026-01-06 08:00:00
29,cc_discharge,5100.0,3.3833,-51.0,44.5,80.9255,2026-01-06 09:00:00
30,rest,0.0,3.3,0.0,44.7,0.0,2026-01-06 08:00:00
30,rest,300.0,3.2667,0.0,45.3,0.0,2026-01-06 09:00:00
30,rest,600.0,3.2333,0.0,45.0,0.0,2026-01-06 10:00:00
30,cccv_charge,900.0,3.3,51.0,44.9,13.377,2026-01-06 08:00:00
30,cccv_charge,1200.0,3.3167,51.0,45.0,26.754,2026-01-06 09:00:00
30,cccv_charge,1500.0,3.3333,51.0,45.8,40.131,2026-01-06 10:00:00
30,cccv_charge,1800.0,3.35,51.0,45.3,53.508,2026-01-06 11:00:00
30,cccv_charge,2100.0,3.3667,51.0,44.8,66.885,2026-01-06 12:00:00
30,cccv_charge,2400.0,3.3833,51.0,45.5,80.262,2026-01-06 13:00:00
30,rest,2700.0,3.3,0.0,45.0,0.0,2026-01-06 08:00:00
30,rest,3000.0,3.2667,0.0,45.2,0.0,2026-01-06 09:00:00
30,rest,3300.0,3.2333,0.0,44.8,0.0,2026-01-06 10:00:00
30,cc_discharge,3600.0,3.3,-51.0,44.7,13.377,2026-01-06 08:00:00
30,cc_discharge,3900.0,3.3167,-51.0,45.2,26.754,2026-01-06 09:00:00
30,cc_discharge,4200.0,3.3333,-51.0,44.8,40.131,2026-01-06 10:00:00
30,cc_discharge,4500.0,3.35,-51.0,44.8,53.508,2026-01-06 11:00:00
30,cc_discharge,4800.0,3.3667,-51.0,45.3,66.885,2026-01-06 12:00:00
30,cc_discharge,5100.0,3.3833,-51.0,44.7,80.262,2026-01-06 13:00:00
31,rest,0.0,3.3,0.0,44.6,0.0,2026-01-06 12:00:00
31,rest,300.0,3.2667,0.0,45.2,0.0,2026-01-06 13:00:00
31,rest,600.0,3.2333,0.0,44.4,0.0,2026-01-06 14:00:00
31,cccv_charge,900.0,3.3,51.0,44.8,13.2671,2026-01-06 12:00:00
31,cccv_charge,1200.0,3.3167,51.0,44.9,26.5343,2026-01-06 13:00:00
31,cccv_charge,1500.0,3.3333,51.0,44.6,39.8014,2026-01-06 14:00:00
31,cccv_charge,1800.0,3.35,51.0,44.7,53.0686,2026-01-06 15:00:00
31,cccv_charge,2100.0,3.3667,51.0,45.2,66.3357,2026-01-06 16:00:00
31,cccv_charge,2400.0,3.3833,51.0,45.1,79.6029,2026-01-06 17:00:00
31,rest,2700.0,3.3,0.0,44.7,0.0,2026-01-06 12:00:00
31,rest,3000.0,3.2667,0.0,45.2,0.0,2026-01-06 13:00:00
31,rest,3300.0,3.2333,0.0,45.5,0.0,2026-01-06 14:00:00
31,cc_discharge,3600.0,3.3,-51.0,44.6,13.2671,2026-01-06 12:00:00
31,cc_discharge,3900.0,3.3167,-51.0,45.0,26.5343,2026-01-06 13:00:00
31,cc_discharge,4200.0,3.3333,-51.0,45.6,39.8014,2026-01-06 14:00:00
31,cc_discharge,4500.0,3.35,-51.0,45.2,53.0686,2026-01-06 15:00:00
31,cc_discharge,4800.0,3.3667,-51.0,45.2,66.3357,2026-01-06 16:00:00
31,cc_discharge,5100.0,3.3833,-51.0,44.9,79.6029,2026-01-06 17:00:00
32,rest,0.0,3.3,0.0,44.8,0.0,2026-01-06 16:00:00
32,rest,300.0,3.2667,0.0,45.3,0.0,2026-01-06 17:00:00
32,rest,600.0,3.2333,0.0,45.2,0.0,2026-01-06 18:00:00
32,cccv_charge,900.0,3.3,51.0,45.0,13.158,2026-01-06 16:00:00
32,cccv_charge,1200.0,3.3167,51.0,44.9,26.316,2026-01-06 17:00:00
32,cccv_charge,1500.0,3.3333,51.0,44.5,39.474,2026-01-06 18:00:00
32,cccv_charge,1800.0,3.35,51.0,45.0,52.632,2026-01-06 19:00:00
32,cccv_charge,2100.0,3.3667,51.0,44.8,65.79,2026-01-06 20:00:00
32,cccv_charge,2400.0,3.3833,51.0,45.0,78.948,2026-01-06 21:00:00
32,rest,2700.0,3.3,0.0,45.2,0.0,2026-01-06 16:00:00
32,rest,3000.0,3.2667,0.0,45.2,0.0,2026-01-06 17:00:00
32,rest,3300.0,3.2333,0.0,45.2,0.0,2026-01-06 18:00:00
32,cc_discharge,3600.0,3.3,-51.0,45.7,13.158,2026-01-06 16:00:00
32,cc_discharge,3900.0,3.3167,-51.0,45.3,26.316,2026-01-06 17:00:00
32,cc_discharge,4200.0,3.3333,-51.0,44.8,39.474,2026-01-06 18:00:00
32,cc_discharge,4500.0,3.35,-51.0,44.8,52.632,2026-01-06 19:00:00
32,cc_discharge,4800.0,3.3667,-51.0,45.7,65.79,2026-01-06 20:00:00
32,cc_discharge,5100.0,3.3833,-51.0,44.8,78.948,2026-01-06 21:00:00
33,rest,0.0,3.3,0.0,45.0,0.0,2026-01-06 20:00:00
33,rest,300.0,3.2667,0.0,45.5,0.0,2026-01-06 21:00:00
33,rest,600.0,3.2333,0.0,45.5,0.0,2026-01-06 22:00:00
33,cccv_charge,900.0,3.3,51.0,45.0,13.0495,2026-01-06 20:00:00
33,cccv_charge,1200.0,3.3167,51.0,45.1,26.0991,2026-01-06 21:00:00
33,cccv_charge,1500.0,3.3333,51.0,44.5,39.1486,2026-01-06 22:00:00
33,cccv_charge,1800.0,3.35,51.0,44.7,52.1981,2026-01-06 23:00:00
33,cccv_charge,2100.0,3.3667,51.0,44.9,65.2477,2026-01-07 00:00:00
33,cccv_charge,2400.0,3.3833,51.0,45.0,78.2972,2026-01-07 01:00:00
33,rest,2700.0,3.3,0.0,44.9,0.0,2026-01-06 20:00:00
33,rest,3000.0,3.2667,0.0,45.0,0.0,2026-01-06 21:00:00
33,rest,3300.0,3.2333,0.0,45.7,0.0,2026-01-06 22:00:00
33,cc_discharge,3600.0,3.3,-51.0,45.1,13.0495,2026-01-06 20:00:00
33,cc_discharge,3900.0,3.3167,-51.0,45.1,26.0991,2026-01-06 21:00:00
33,cc_discharge,4200.0,3.3333,-51.0,45.0,39.1486,2026-01-06 22:00:00
33,cc_discharge,4500.0,3.35,-51.0,44.9,52.1981,2026-01-06 23:00:00
33,cc_discharge,4800.0,3.3667,-51.0,45.4,65.2477,2026-01-07 00:00:00
33,cc_discharge,5100.0,3.3833,-51.0,44.7,78.2972,2026-01-07 01:00:00
34,rest,0.0,3.3,0.0,45.0,0.0,2026-01-07 00:00:00
34,rest,300.0,3.2667,0.0,44.7,0.0,2026-01-07 01:00:00
34,rest,600.0,3.2333,0.0,45.0,0.0,2026-01-07 02:00:00
34,cccv_charge,900.0,3.3,51.0,45.0,12.9417,2026-01-07 00:00:00
34,cccv_charge,1200.0,3.3167,51.0,45.3,25.8835,2026-01-07 01:00:00
34,cccv_charge,1500.0,3.3333,51.0,45.4,38.8252,2026-01-07 02:00:00
34,cccv_charge,1800.0,3.35,51.0,45.2,51.7669,2026-01-07 03:00:00
34,cccv_charge,2100.0,3.3667,51.0,45.5,64.7086,2026-01-07 04:00:00
34,cccv_charge,2400.0,3.3833,51.0,45.5,77.6504,2026-01-07 05:00:00
34,rest,2700.0,3.3,0.0,45.1,0.0,2026-01-07 00:00:00
34,rest,3000.0,3.2667,0.0,45.1,0.0,2026-01-07 01:00:00
34,rest,3300.0,3.2333,0.0,44.4,0.0,2026-01-07 02:00:00
34,cc_discharge,3600.0,3.3,-51.0,45.1,12.9417,2026-01-07 00:00:00
34,cc_discharge,3900.0,3.3167,-51.0,45.0,25.8835,2026-01-07 01:00:00
34,cc_discharge,4200.0,3.3333,-51.0,44.5,38.8252,2026-01-07 02:00:00
34,cc_discharge,4500.0,3.35,-51.0,44.9,51.7669,2026-01-07 03:00:00
34,cc_discharge,4800.0,3.3667,-51.0,45.3,64.7086,2026-01-07 04:00:00
34,cc_discharge,5100.0,3.3833,-51.0,44.6,77.6504,2026-01-07 05:00:00
35,rest,0.0,3.3,0.0,45.4,0.0,2026-01-07 04:00:00
35,rest,300.0,3.2667,0.0,45.1,0.0,2026-01-07 05:00:00
35,rest,600.0,3.2333,0.0,44.9,0.0,2026-01-07 06:00:00
35,cccv_charge,900.0,3.3,51.0,45.0,12.8346,2026-01-07 04:00:00
35,cccv_charge,1200.0,3.3167,51.0,45.2,25.6691,2026-01-07 05:00:00
35,cccv_charge,1500.0,3.3333,51.0,44.6,38.5037,2026-01-07 06:00:00
35,cccv_charge,1800.0,3.35,51.0,45.6,51.3382,2026-01-07 07:00:00
35,cccv_charge,2100.0,3.3667,51.0,44.8,64.1728,2026-01-07 08:00:00
35,cccv_charge,2400.0,3.3833,51.0,44.8,77.0073,2026-01-07 09:00:00
35,rest,2700.0,3.3,0.0,45.4,0.0,2026-01-07 04:00:00
35,rest,3000.0,3.2667,0.0,45.2,0.0,2026-01-07 05:00:00
35,rest,3300.0,3.2333,0.0,45.4,0.0,2026-01-07 06:00:00
35,cc_discharge,3600.0,3.3,-51.0,45.3,12.8346,2026-01-07 04:00:00
35,cc_discharge,3900.0,3.3167,-51.0,45.1,25.6691,2026-01-07 05:00:00
35,cc_discharge,4200.0,3.3333,-51.0,44.6,38.5037,2026-01-07 06:00:00
35,cc_discharge,4500.0,3.35,-51.0,44.9,51.3382,2026-01-07 07:00:00
35,cc_discharge,4800.0,3.3667,-51.0,45.1,64.1728,2026-01-07 08:00:00
35,cc_discharge,5100.0,3.3833,-51.0,45.0,77.0073,2026-01-07 09:00:00
36,rest,0.0,3.3,0.0,44.4,0.0,2026-01-07 08:00:00
36,rest,300.0,3.2667,0.0,45.3,0.0,2026-01-07 09:00:00
36,rest,600.0,3.2333,0.0,45.5,0.0,2026-01-07 10:00:00
36,cccv_charge,900.0,3.3,51.0,45.4,12.728,2026-01-07 08:00:00
36,cccv_charge,1200.0,3.3167,51.0,44.7,25.456,2026-01-07 09:00:00
36,cccv_charge,1500.0,3.3333,51.0,45.1,38.184,2026-01-07 10:00:00
36,cccv_charge,1800.0,3.35,51.0,44.4,50.9119,2026-01-07 11:00:00
36,cccv_charge,2100.0,3.3667,51.0,45.5,63.6399,2026-01-07 12:00:00
36,cccv_charge,2400.0,3.3833,51.0,44.4,76.3679,2026-01-07 13:00:00
36,rest,2700.0,3.3,0.0,45.1,0.0,2026-01-07 08:00:00
36,rest,3000.0,3.2667,0.0,45.3,0.0,2026-01-07 09:00:00
36,rest,3300.0,3.2333,0.0,45.4,0.0,2026-01-07 10:00:00
36,cc_discharge,3600.0,3.3,-51.0,45.1,12.728,2026-01-07 08:00:00
36,cc_discharge,3900.0,3.3167,-51.0,44.6,25.456,2026-01-07 09:00:00
36,cc_discharge,4200.0,3.3333,-51.0,45.0,38.184,2026-01-07 10:00:00
36,cc_discharge,4500.0,3.35,-51.0,44.9,50.9119,2026-01-07 11:00:00
36,cc_discharge,4800.0,3.3667,-51.0,45.1,63.6399,2026-01-07 12:00:00
